date,channel,campaign,country,bid,daily_budget,impressions,clicks,conversions,spend_usd
2025-02-10,Google,Vacation,TH,1.701,77.65,8460,278,11,77.65
2025-02-09,Google,Hotel,JP,1.211,80.43,3064,86,1,80.43
2025-01-31,Twitter,Flight,SG,0.974,100.27,1829,35,2,30.97
2025-01-03,Naver,Hotel,TH,1.157,239.51,2149,58,2,86.86
2025-01-29,Facebook,Vacation,TH,0.975,262.71,11101,214,10,217.73
2025-01-19,Twitter,Vacation,TH,1.804,233.75,11480,330,14,233.75
2025-02-11,Baidu,Vacation,TW,1.097,57.23,11163,365,18,57.23
2025-01-15,Baidu,Hotel,SG,1.017,455.66,11901,384,9,417.91
2025-01-01,Naver,Vacation,JP,0.621,419.8,8207,168,4,87.6
2025-01-17,Naver,Flight,KR,1.207,404.2,6974,210,2,246.44
2025-01-20,Facebook,Hotel,KR,0.173,132.38,6906,151,7,26.06
2025-01-21,Facebook,Vacation,TW,1.114,244.09,4143,113,3,151.03
2025-02-19,Baidu,Hotel,SG,1.659,123.45,7071,210,10,123.45
2025-01-21,Twitter,Vacation,SG,1.472,485.15,8261,228,7,363.15
2025-02-11,Facebook,Hotel,SG,1.888,366.3,2928,97,5,192.0
2025-01-10,Naver,Flight,KR,1.098,132.58,17469,513,14,132.58
2025-02-28,Baidu,Flight,TW,1.875,381.68,287,16,3,21.26
2025-01-29,Google,Vacation,SG,0.625,216.85,19445,385,14,216.85
2025-01-06,Baidu,Vacation,TH,1.908,288.96,5379,163,8,288.96
2025-01-22,Baidu,Flight,TW,1.576,301.51,5501,166,2,301.51
2025-02-09,Facebook,Flight,TH,0.817,368.93,18091,371,10,356.2
2025-02-15,Facebook,Hotel,JP,0.54,61.2,6445,158,2,61.2
2025-02-01,Twitter,Vacation,KR,0.612,69.88,5312,106,2,59.61
2025-02-14,Naver,Flight,TH,0.321,162.75,4151,80,2,30.5
2025-02-18,Google,Vacation,TH,1.186,122.38,15916,484,11,122.38
2025-01-02,Baidu,Flight,SG,0.352,364.93,3471,84,2,24.18
2025-01-25,Baidu,Flight,TW,0.896,334.48,10658,197,5,171.59
2025-02-07,Twitter,Flight,JP,0.141,296.16,9995,214,6,31.35
2025-01-05,Twitter,Hotel,JP,0.76,376.39,14905,299,13,167.9
2025-02-09,Twitter,Vacation,TH,1.856,65.94,13738,395,12,65.94
2025-02-14,Twitter,Vacation,KR,1.209,101.52,8070,241,6,101.52
2025-02-18,Naver,Flight,KR,1.998,181.7,10098,314,9,181.7
2025-01-14,Google,Hotel,KR,1.975,230.82,14741,465,18,230.82
2025-01-26,Twitter,Flight,KR,1.609,306.57,5803,183,5,306.57
2025-01-01,Baidu,Flight,TH,0.21,176.21,11142,208,8,53.6
2025-01-17,Baidu,Flight,KR,1.197,179.65,16399,488,21,179.65
2025-01-20,Twitter,Hotel,TH,0.408,443.31,3643,70,0,35.06
2025-01-08,Facebook,Hotel,TH,1.125,436.19,14462,424,12,436.19
2025-02-26,Twitter,Flight,JP,0.621,352.17,18128,381,12,239.51
2025-02-12,Google,Vacation,SG,1.842,232.49,5516,145,3,232.49
2025-02-26,Google,Flight,TH,0.915,250.19,14979,312,12,250.19
2025-02-27,Naver,Hotel,SG,0.977,314.23,8407,181,6,225.27
2025-01-26,Facebook,Flight,KR,1.498,191.31,14025,409,12,191.31
2025-02-13,Facebook,Vacation,SG,0.232,306.38,9654,182,5,37.58
2025-01-08,Google,Hotel,TH,0.237,459.27,9072,184,8,37.55
2025-01-20,Baidu,Vacation,TH,1.25,317.1,13500,410,17,317.1
2025-02-08,Facebook,Flight,KR,1.643,139.2,8059,235,4,139.2
2025-02-27,Baidu,Flight,TH,1.13,186.94,5718,163,6,183.77
2025-01-20,Twitter,Hotel,JP,1.954,343.55,10441,345,9,343.55
2025-02-10,Google,Vacation,KR,0.398,264.95,4750,105,4,51.21
2025-01-20,Naver,Flight,TH,1.512,190.02,14259,431,6,190.02
2025-01-04,Naver,Flight,JP,1.478,146.4,9472,299,9,146.4
2025-01-04,Naver,Flight,SG,1.724,319.88,18833,541,19,319.88
2025-02-07,Google,Hotel,TW,0.478,450.34,7268,148,8,58.93
2025-02-18,Twitter,Hotel,KR,0.33,493.39,6574,132,3,53.4
2025-02-12,Google,Flight,TW,1.37,179.62,1756,53,1,52.47
2025-02-14,Google,Vacation,TH,1.421,308.8,2524,77,3,132.79
2025-02-06,Baidu,Hotel,TW,1.689,418.11,10786,316,15,418.11
2025-01-28,Twitter,Flight,SG,0.993,96.42,15117,317,5,96.42
2025-02-23,Facebook,Flight,JP,1.971,383.22,7953,259,6,367.12
2025-02-02,Twitter,Vacation,SG,1.49,56.06,17449,491,18,56.06
2025-02-07,Google,Hotel,TH,0.785,432.31,1010,24,0,21.27
2025-01-19,Baidu,Flight,SG,0.833,76.03,519,6,0,6.01
2025-02-01,Naver,Vacation,KR,1.997,246.16,6451,189,4,246.16
2025-01-21,Baidu,Flight,TH,0.434,437.49,8933,163,5,88.36
2025-01-13,Google,Hotel,KR,1.186,61.27,7300,205,10,61.27
2025-01-03,Baidu,Hotel,TH,1.403,96.85,17982,510,22,96.85
2025-01-23,Naver,Flight,KR,1.891,425.38,3572,103,3,144.18
2025-02-16,Baidu,Vacation,KR,1.0,78.56,7726,160,11,78.56
2025-02-17,Baidu,Flight,KR,1.496,272.99,16763,484,32,272.99
2025-01-01,Google,Hotel,JP,1.616,252.55,16204,526,12,252.55
2025-01-19,Naver,Flight,KR,0.23,90.9,6048,123,5,26.62
2025-01-16,Google,Flight,KR,1.161,479.18,7361,241,9,260.62
2025-02-26,Naver,Vacation,TH,0.896,424.62,4493,102,3,101.75
2025-01-10,Baidu,Hotel,SG,0.739,156.58,19254,378,14,156.58
2025-02-02,Facebook,Hotel,SG,0.685,325.54,11507,224,6,188.48
2025-02-21,Facebook,Hotel,TH,0.606,225.12,13591,272,4,197.32
2025-01-11,Naver,Flight,SG,1.247,435.25,3356,112,5,153.1
2025-01-20,Facebook,Flight,JP,1.599,365.92,6698,199,6,277.51
2025-02-15,Google,Hotel,SG,0.883,106.01,2269,30,0,27.15
2025-02-04,Naver,Flight,KR,1.739,143.89,16679,498,15,143.89
2025-02-28,Google,Hotel,TW,0.751,94.5,15085,294,17,94.5
2025-02-03,Facebook,Vacation,JP,0.6,419.79,9142,187,3,136.64
2025-02-11,Facebook,Hotel,TH,1.303,82.42,15119,477,12,82.42
2025-02-14,Facebook,Flight,JP,0.27,462.87,19014,378,13,101.98
2025-01-11,Facebook,Flight,KR,0.214,422.73,3132,57,1,12.71
2025-01-15,Naver,Hotel,JP,1.584,390.58,11517,350,14,390.58
2025-02-13,Naver,Flight,SG,0.278,247.51,1237,27,2,5.76
2025-02-09,Naver,Hotel,JP,1.804,316.27,15069,442,15,316.27
2025-02-09,Naver,Flight,KR,0.767,332.58,8056,162,4,159.98
2025-02-26,Naver,Vacation,TH,1.326,411.84,15791,455,18,411.84
2025-02-07,Facebook,Vacation,TW,0.957,180.69,14646,279,7,180.69
2025-01-10,Google,Vacation,TH,0.735,488.91,12773,262,3,226.39
2025-01-17,Google,Vacation,JP,1.864,322.1,6638,197,6,322.1
2025-01-03,Facebook,Vacation,SG,1.409,408.78,10533,310,10,408.78
2025-01-23,Google,Vacation,SG,1.319,237.31,338,6,0,6.65
2025-01-31,Naver,Vacation,JP,0.32,206.63,6156,111,0,36.2
2025-01-15,Naver,Flight,TW,1.269,454.01,17228,481,16,452.98
2025-01-29,Naver,Hotel,JP,1.612,445.87,206,6,0,7.7
2025-01-21,Twitter,Flight,TH,0.68,213.17,11300,208,11,162.73
2025-01-06,Naver,Vacation,KR,1.644,63.59,9091,268,9,63.59
2025-01-07,Baidu,Flight,TH,0.665,463.76,13965,274,12,192.83
2025-02-04,Facebook,Vacation,JP,0.378,458.25,259,4,0,1.06
2025-02-23,Baidu,Vacation,SG,0.212,311.74,6917,148,9,22.41
2025-02-09,Baidu,Flight,SG,1.228,497.7,3448,89,5,96.15
2025-01-18,Facebook,Vacation,TW,0.338,246.46,6049,101,4,40.29
2025-01-04,Naver,Hotel,KR,1.558,339.53,7375,211,5,339.53
2025-01-19,Twitter,Hotel,SG,0.963,477.41,15813,331,13,397.66
2025-01-28,Twitter,Flight,SG,1.43,77.89,11479,340,9,77.89
2025-01-28,Naver,Hotel,TW,1.88,162.8,19279,542,15,162.8
2025-01-28,Facebook,Hotel,SG,0.796,67.6,18363,395,10,67.6
2025-01-21,Twitter,Vacation,TH,1.967,491.67,10776,317,10,491.67
2025-01-23,Google,Flight,KR,1.49,132.87,12800,391,18,132.87
2025-02-18,Baidu,Vacation,TH,0.52,209.59,11928,205,10,97.6
2025-01-21,Google,Vacation,SG,1.273,366.58,17649,553,22,366.58
2025-02-28,Google,Hotel,SG,0.616,191.97,8915,181,7,140.17
2025-02-07,Facebook,Vacation,KR,0.971,216.13,18688,374,13,216.13
2025-02-21,Google,Hotel,SG,1.705,51.76,5345,149,5,51.76
2025-03-01,Google,Flight,KR,1.351,437.76,8946,257,15,349.38
2025-01-10,Twitter,Flight,KR,0.296,369.48,1920,29,0,8.73
2025-01-20,Twitter,Vacation,KR,1.327,265.81,1032,31,1,38.73
2025-02-19,Baidu,Hotel,SG,0.664,80.55,12953,269,14,80.55
2025-01-23,Google,Vacation,KR,0.728,311.68,3762,69,4,42.83
2025-01-13,Facebook,Hotel,SG,1.683,314.56,9562,304,9,314.56
2025-02-19,Facebook,Vacation,SG,1.011,395.43,19389,600,16,395.43
2025-01-17,Twitter,Vacation,SG,0.153,89.26,7042,157,8,28.75
2025-02-26,Twitter,Hotel,KR,0.622,150.78,15050,304,8,150.78
2025-02-06,Baidu,Vacation,SG,1.15,440.75,8444,241,11,230.41
2025-01-08,Baidu,Hotel,KR,0.339,105.84,12309,244,10,96.52
2025-01-27,Facebook,Flight,KR,0.215,52.72,11466,225,7,52.72
2025-01-09,Twitter,Vacation,TH,0.184,467.73,19490,408,12,65.81
2025-02-02,Google,Hotel,SG,0.162,268.8,15042,308,15,51.05
2025-01-12,Naver,Vacation,SG,0.951,381.92,14582,283,12,272.25
2025-02-16,Google,Vacation,TW,0.681,470.43,18337,368,12,178.5
2025-01-03,Naver,Flight,JP,1.206,262.83,2617,67,1,60.96
2025-01-15,Twitter,Vacation,JP,0.527,158.15,1273,25,0,12.6
2025-01-14,Twitter,Hotel,KR,1.457,137.87,4393,120,4,137.87
2025-02-04,Twitter,Hotel,KR,1.841,333.58,17517,513,13,333.58
2025-02-04,Naver,Vacation,TW,0.41,375.59,10722,235,6,84.01
2025-02-28,Naver,Flight,SG,1.22,312.42,5693,171,5,268.5
2025-01-19,Naver,Vacation,SG,0.984,84.38,10314,193,3,84.38
2025-02-03,Google,Flight,SG,0.208,441.55,7661,123,3,30.69
2025-02-12,Google,Flight,KR,0.679,205.7,6660,113,3,57.8
2025-01-01,Twitter,Flight,SG,0.657,140.21,12586,243,8,140.21
2025-02-23,Baidu,Hotel,TW,0.539,229.42,5760,122,2,84.92
2025-01-13,Facebook,Hotel,KR,1.057,219.95,16408,467,12,219.95
2025-01-22,Facebook,Vacation,TH,1.357,397.46,8451,249,8,332.45
2025-02-12,Naver,Vacation,TH,0.58,483.05,501,5,0,2.3
2025-01-04,Naver,Flight,JP,0.548,378.57,17830,349,10,209.53
2025-01-06,Twitter,Flight,TW,0.153,362.78,2820,60,1,9.94
2025-02-20,Facebook,Vacation,KR,1.45,153.02,958,31,2,55.97
2025-02-01,Facebook,Flight,TW,1.592,154.16,11332,354,8,154.16
2025-02-22,Google,Flight,KR,1.195,339.46,729,26,0,26.94
2025-02-19,Facebook,Vacation,KR,0.485,493.25,19851,387,8,216.37
2025-01-20,Facebook,Hotel,TW,0.504,138.45,16599,302,12,138.45
2025-01-06,Facebook,Flight,SG,0.364,433.66,3576,83,2,23.08
2025-03-01,Google,Flight,KR,0.475,125.19,9435,200,7,106.55
2025-02-10,Google,Hotel,TW,0.253,295.24,6730,160,8,46.96
2025-01-16,Google,Flight,KR,0.331,174.51,2666,47,0,15.01
2025-02-22,Baidu,Flight,TH,1.815,322.49,686,21,1,31.6
2025-01-23,Naver,Flight,JP,1.556,397.14,3952,131,4,143.12
2025-02-07,Naver,Vacation,TW,0.715,360.18,11360,228,6,193.63
2025-02-24,Facebook,Flight,TH,0.335,439.26,5849,121,5,38.35
2025-02-21,Google,Flight,KR,1.093,214.95,9178,270,14,214.95
2025-02-01,Facebook,Vacation,JP,0.485,234.83,2952,57,3,26.56
2025-02-14,Twitter,Hotel,TH,0.341,341.04,16855,325,4,98.65
2025-01-26,Naver,Hotel,SG,0.116,424.73,3453,69,0,9.78
2025-01-28,Twitter,Flight,JP,0.704,117.61,18864,392,12,117.61
2025-02-10,Twitter,Hotel,TW,1.973,178.62,3118,92,5,168.93
2025-02-27,Facebook,Flight,JP,0.748,254.86,15159,303,11,234.53
2025-01-09,Twitter,Flight,JP,1.163,204.04,18042,535,13,204.04
2025-02-14,Facebook,Hotel,TH,1.842,159.68,9053,280,1,159.68
2025-01-28,Baidu,Vacation,KR,0.827,205.96,14889,312,14,205.96
2025-01-12,Baidu,Flight,TH,1.78,70.45,12466,388,17,70.45
2025-02-09,Naver,Hotel,KR,0.595,261.69,10356,219,7,133.79
2025-01-20,Google,Flight,JP,0.286,429.11,14899,317,14,104.79
2025-01-20,Twitter,Flight,JP,0.906,216.83,6675,125,2,105.66
2025-01-11,Twitter,Hotel,SG,0.249,346.66,10652,216,8,40.58
2025-01-14,Twitter,Hotel,SG,1.408,438.3,9538,272,6,438.3
2025-01-03,Facebook,Flight,TH,0.796,139.04,9387,161,5,118.85
2025-01-10,Twitter,Flight,KR,1.487,377.95,19661,600,22,377.95
2025-01-10,Naver,Flight,JP,0.884,108.49,17776,345,12,108.49
2025-01-28,Twitter,Vacation,TW,1.554,359.67,18079,522,16,359.67
2025-01-20,Facebook,Hotel,JP,1.414,302.97,10493,332,12,302.97
2025-02-07,Twitter,Hotel,KR,1.711,224.93,19158,595,15,224.93
2025-01-02,Google,Vacation,KR,0.599,474.81,265,5,0,3.33
2025-01-19,Naver,Vacation,TH,1.988,141.1,15479,473,15,141.1
2025-02-21,Facebook,Hotel,TH,1.712,336.39,19763,637,24,336.39
2025-01-31,Twitter,Hotel,JP,0.24,269.29,786,14,0,2.44
2025-02-11,Facebook,Flight,SG,0.624,59.72,2261,44,4,26.14
2025-02-07,Baidu,Vacation,TH,1.898,147.05,18757,562,20,147.05
2025-02-17,Facebook,Vacation,TW,0.317,452.22,9177,180,7,52.35
2025-01-19,Baidu,Vacation,SG,1.188,264.35,18508,548,16,264.35
2025-02-10,Naver,Vacation,TW,0.939,153.01,17344,371,8,153.01
2025-01-21,Google,Vacation,KR,1.017,147.16,4704,153,13,147.16
2025-02-01,Facebook,Vacation,KR,1.99,278.62,5343,156,5,278.62
2025-02-08,Baidu,Vacation,KR,1.053,208.55,532,21,1,20.55
2025-02-19,Baidu,Flight,JP,0.9,210.82,10484,203,4,183.1
2025-02-15,Twitter,Hotel,TW,0.926,456.98,14905,291,6,278.9
2025-03-01,Twitter,Flight,TW,0.26,409.82,14781,307,7,56.75
2025-02-04,Google,Hotel,SG,1.998,238.7,19012,587,10,238.7
2025-01-28,Facebook,Vacation,TH,1.459,175.42,2055,62,0,74.63
2025-01-20,Twitter,Flight,SG,1.34,292.56,7687,247,8,292.56
2025-02-24,Facebook,Vacation,KR,0.924,219.91,8476,177,4,211.58
2025-02-27,Google,Flight,TW,1.567,120.61,12554,397,8,120.61
2025-01-11,Naver,Flight,TH,0.859,461.96,6858,147,8,160.53
2025-01-05,Twitter,Flight,JP,1.313,480.48,19140,597,22,480.48
2025-01-11,Naver,Hotel,TH,1.003,190.59,16343,500,18,190.59
2025-02-23,Baidu,Hotel,JP,1.338,136.33,13815,446,20,136.33
2025-01-03,Naver,Flight,KR,1.739,442.6,12765,398,16,442.6
2025-01-16,Google,Vacation,KR,1.807,315.57,7085,230,11,315.57
2025-01-03,Facebook,Flight,KR,0.398,489.85,11210,233,5,93.6
2025-02-16,Twitter,Hotel,TW,0.948,195.38,2070,31,1,34.67
2025-01-16,Facebook,Flight,SG,0.386,202.34,15218,313,13,115.67
2025-02-28,Twitter,Flight,TW,0.556,435.5,1075,19,0,10.01
2025-01-31,Naver,Hotel,TW,1.406,199.46,346,7,0,9.48
2025-02-02,Facebook,Vacation,TW,0.891,302.77,16116,327,11,302.77
2025-01-25,Google,Flight,TW,1.316,498.84,1336,35,2,46.07
2025-02-06,Twitter,Vacation,KR,0.766,393.15,9244,193,7,176.64
2025-02-12,Facebook,Vacation,KR,0.809,377.58,19178,347,12,210.13
2025-01-24,Google,Flight,TW,1.435,273.14,9493,297,12,273.14
2025-02-02,Facebook,Flight,KR,1.011,365.32,10082,330,10,365.32
2025-03-01,Facebook,Vacation,TH,0.787,292.77,11501,233,5,161.29
2025-02-14,Baidu,Hotel,SG,1.004,413.16,6323,190,10,134.94
2025-01-29,Baidu,Flight,TH,1.473,339.62,19208,569,22,339.62
2025-01-20,Google,Vacation,SG,0.24,189.3,14460,303,6,93.43
2025-01-11,Twitter,Hotel,TH,0.367,413.92,1765,31,1,8.05
2025-02-03,Google,Hotel,SG,0.548,300.15,2013,53,2,34.68
2025-02-10,Google,Hotel,TW,1.744,226.93,8061,236,12,226.93
2025-02-06,Twitter,Hotel,TW,0.294,325.29,281,5,0,1.5
2025-01-11,Baidu,Vacation,TH,0.694,194.97,1361,19,1,14.31
2025-01-27,Twitter,Vacation,KR,0.895,237.92,13648,282,6,237.92
2025-01-14,Facebook,Flight,JP,1.938,382.94,13683,376,11,382.94
2025-02-06,Baidu,Flight,TW,1.269,271.32,18672,604,15,271.32
2025-02-16,Baidu,Vacation,TW,1.228,227.67,5424,187,14,227.67
2025-02-12,Baidu,Flight,JP,1.372,463.97,2580,73,1,108.53
2025-02-21,Facebook,Hotel,SG,1.472,166.47,1453,46,0,56.26
2025-02-15,Baidu,Hotel,KR,1.418,438.73,19662,580,27,438.73
2025-01-09,Baidu,Vacation,TH,1.808,277.25,13622,348,11,277.25
2025-02-19,Twitter,Flight,JP,1.21,434.1,17894,548,21,434.1
2025-01-16,Facebook,Vacation,KR,0.234,333.22,7497,151,2,39.5
2025-01-06,Google,Vacation,SG,1.936,192.3,508,16,3,40.14
2025-02-26,Baidu,Flight,JP,1.968,200.91,6624,215,11,200.91
2025-01-06,Twitter,Hotel,SG,1.653,242.35,14082,448,10,242.35
2025-01-29,Baidu,Flight,TH,1.65,280.65,19176,587,24,280.65
2025-02-17,Naver,Flight,TW,1.06,339.83,13141,391,14,339.83
2025-02-26,Naver,Flight,SG,0.814,253.52,18151,365,10,253.52
2025-02-14,Twitter,Vacation,SG,1.022,191.77,6457,206,8,191.77
2025-01-28,Naver,Flight,KR,1.362,151.98,3782,114,0,149.58
2025-01-25,Twitter,Vacation,JP,1.42,91.25,2368,68,4,87.64
2025-02-05,Facebook,Hotel,TH,1.06,207.09,2275,65,4,62.73
2025-02-19,Twitter,Vacation,SG,1.163,390.54,18380,573,10,390.54
2025-01-08,Naver,Hotel,TW,0.642,460.56,11342,236,5,133.45
2025-02-08,Baidu,Vacation,TW,1.068,386.25,16186,506,27,386.25
2025-01-02,Naver,Vacation,TH,1.167,360.22,10244,314,11,360.22
2025-02-07,Google,Hotel,TW,1.261,106.63,12273,362,18,106.63
2025-02-22,Twitter,Hotel,KR,0.582,494.33,4061,85,6,61.67
2025-03-01,Twitter,Hotel,JP,1.98,421.45,17088,495,18,421.45
2025-01-01,Naver,Flight,KR,1.17,296.61,19664,618,22,296.61
2025-02-02,Naver,Flight,SG,0.661,316.18,17331,345,5,238.49
2025-02-03,Baidu,Vacation,TH,0.743,290.19,2148,46,1,31.75
2025-01-23,Facebook,Hotel,TH,1.281,172.71,15673,484,15,172.71
2025-02-07,Facebook,Hotel,SG,1.099,483.71,8764,254,9,315.35
2025-02-12,Baidu,Vacation,TW,1.802,190.04,15407,461,22,190.04
2025-01-12,Naver,Flight,JP,0.671,339.54,9930,220,7,177.24
2025-02-03,Twitter,Vacation,SG,1.184,345.7,18445,516,18,345.7
2025-01-22,Google,Vacation,KR,0.104,80.25,1346,27,1,2.9
2025-01-10,Naver,Vacation,JP,1.196,232.03,18481,522,22,232.03
2025-02-10,Google,Hotel,SG,0.308,420.21,9417,207,7,68.92
2025-02-25,Naver,Vacation,JP,0.274,276.32,14238,275,6,72.23
2025-01-06,Naver,Hotel,TH,1.721,182.94,13457,383,14,182.94
2025-02-19,Naver,Flight,TH,1.056,110.07,17680,539,9,110.07
2025-02-06,Facebook,Vacation,JP,1.289,139.6,10541,321,10,139.6
2025-02-09,Google,Vacation,KR,0.841,138.95,7064,162,7,115.97
2025-01-24,Baidu,Hotel,TW,1.432,86.21,5609,169,8,86.21
2025-02-26,Twitter,Hotel,KR,1.337,89.6,4320,135,3,89.6
2025-01-04,Twitter,Hotel,JP,1.615,316.71,3986,110,0,133.35
2025-02-13,Naver,Vacation,TH,1.563,234.83,4845,146,4,234.83
2025-02-11,Baidu,Hotel,KR,0.5,489.92,4413,111,2,50.76
2025-01-05,Naver,Vacation,TW,1.499,111.88,13052,368,13,111.88
2025-02-22,Facebook,Vacation,JP,0.111,379.81,11520,216,4,26.7
2025-02-20,Twitter,Hotel,TH,1.14,164.21,9434,276,4,164.21
2025-02-12,Facebook,Hotel,KR,1.205,183.21,13308,400,9,183.21
2025-02-20,Naver,Vacation,SG,0.414,331.47,6203,119,4,51.82
2025-01-20,Baidu,Hotel,SG,0.378,120.62,11395,227,9,78.28
2025-02-20,Twitter,Hotel,KR,1.478,192.22,10690,312,11,192.22
2025-02-05,Baidu,Hotel,TW,0.163,121.81,8116,159,7,32.37
2025-01-14,Facebook,Hotel,TW,0.891,301.98,4615,75,0,75.35
2025-01-14,Baidu,Vacation,TH,1.844,296.61,16783,528,14,296.61
2025-02-28,Baidu,Vacation,TH,0.208,98.19,5676,113,3,24.37
2025-02-04,Twitter,Flight,TH,1.318,309.61,15373,451,8,309.61
2025-01-29,Facebook,Vacation,KR,1.134,232.43,4408,114,3,106.27
2025-02-21,Facebook,Flight,TH,0.244,184.36,7409,133,6,38.02
2025-01-02,Facebook,Hotel,KR,1.566,140.41,18513,546,15,140.41
2025-01-21,Naver,Hotel,TH,0.73,460.1,15832,299,7,159.2
2025-02-25,Facebook,Flight,TH,0.147,373.45,10782,206,4,30.57
2025-02-08,Twitter,Flight,TW,0.384,360.83,1400,30,2,11.54
2025-02-22,Baidu,Flight,TW,1.867,99.46,8992,263,10,99.46
2025-02-23,Baidu,Vacation,JP,1.7,67.45,5569,152,6,67.45
2025-01-30,Baidu,Flight,TW,1.047,111.61,13357,408,21,111.61
2025-02-23,Google,Hotel,TH,0.222,288.63,5050,103,3,24.09
2025-01-02,Baidu,Vacation,JP,1.007,165.06,7825,225,6,165.06
2025-02-18,Baidu,Vacation,KR,0.383,202.49,9756,196,7,66.75
2025-02-24,Google,Hotel,TW,0.15,326.86,9772,183,6,23.72
2025-01-17,Twitter,Flight,TW,1.93,63.43,7431,213,6,63.43
2025-01-17,Google,Flight,SG,1.337,193.29,9084,276,8,193.29
2025-02-20,Twitter,Hotel,TH,0.469,384.74,18138,382,12,136.66
2025-01-21,Naver,Flight,JP,0.847,240.58,13671,271,14,238.49
2025-02-23,Twitter,Vacation,SG,1.205,263.47,5792,155,2,183.09
2025-01-05,Twitter,Vacation,TH,0.136,336.91,9890,189,4,23.67
2025-02-07,Twitter,Hotel,TH,0.383,79.74,9845,205,3,58.39
2025-02-27,Baidu,Flight,JP,1.783,102.11,18814,565,24,102.11
2025-02-27,Baidu,Hotel,TW,0.875,242.63,10429,200,14,170.31
2025-01-05,Facebook,Hotel,SG,1.55,60.93,377,12,2,23.95
2025-02-19,Facebook,Hotel,TH,0.421,348.9,3138,56,0,25.61
2025-01-18,Google,Flight,KR,1.811,136.65,6536,189,3,136.65
2025-01-02,Baidu,Vacation,TH,0.976,241.45,16293,300,16,241.45
2025-01-01,Naver,Flight,SG,0.161,215.44,2193,44,1,6.35
2025-01-18,Naver,Hotel,TW,0.624,202.11,9303,209,10,117.41
2025-02-11,Facebook,Vacation,JP,0.806,211.79,12583,249,12,211.79
2025-02-06,Baidu,Hotel,JP,0.617,79.72,14462,262,5,79.72
2025-01-21,Facebook,Flight,SG,1.335,435.21,10580,333,10,435.21
2025-01-31,Baidu,Vacation,TH,0.712,296.74,1878,27,1,18.69
2025-01-08,Baidu,Hotel,SG,0.305,355.67,4034,87,4,19.25
2025-02-06,Naver,Hotel,SG,0.813,131.85,1331,30,2,27.19
2025-02-21,Twitter,Hotel,JP,1.049,317.61,14333,400,16,317.61
2025-02-05,Twitter,Vacation,SG,1.587,484.53,16965,542,17,484.53
2025-01-18,Naver,Flight,SG,1.748,248.61,1822,56,3,69.77
2025-02-26,Naver,Vacation,SG,0.844,394.31,8114,174,5,118.55
2025-01-01,Naver,Vacation,KR,0.663,263.49,348,4,0,2.06
2025-02-01,Facebook,Vacation,SG,1.282,123.45,10641,343,13,123.45
2025-02-04,Baidu,Flight,TW,1.793,131.77,8129,215,7,131.77
2025-01-28,Baidu,Hotel,TH,0.821,446.98,10809,208,6,142.64
2025-02-12,Twitter,Hotel,SG,0.753,371.72,3326,57,2,49.62
2025-01-30,Facebook,Hotel,JP,1.812,95.89,4910,151,4,95.89
2025-01-23,Facebook,Flight,TH,1.281,125.39,18704,551,19,125.39
2025-01-26,Twitter,Vacation,JP,0.873,92.4,14733,331,7,92.4
2025-01-03,Naver,Hotel,JP,0.719,390.21,14372,313,4,269.81
2025-02-02,Baidu,Hotel,TH,0.632,163.44,4343,95,2,57.4
2025-02-11,Naver,Flight,TW,1.489,141.1,7195,215,2,141.1
2025-02-16,Naver,Vacation,TH,0.235,181.42,880,26,2,4.36
2025-01-31,Facebook,Vacation,SG,1.938,108.79,12733,392,12,108.79
2025-02-28,Twitter,Hotel,TH,0.535,164.52,4767,103,2,42.0
2025-02-12,Twitter,Hotel,SG,1.253,341.78,3929,124,2,130.96
2025-02-26,Baidu,Hotel,TW,0.521,100.17,10835,224,12,100.17
2025-01-02,Naver,Flight,KR,0.482,454.61,6760,132,5,50.85
2025-01-06,Baidu,Hotel,KR,1.495,308.29,10689,300,10,308.29
2025-01-17,Baidu,Hotel,JP,0.674,232.1,11362,214,10,183.62
2025-01-08,Naver,Flight,JP,1.071,59.61,7877,236,8,59.61
2025-01-17,Baidu,Hotel,TH,1.841,282.53,8252,254,15,282.53
2025-02-19,Twitter,Vacation,TW,1.226,283.9,17641,546,13,283.9
2025-01-12,Facebook,Flight,SG,1.904,78.52,946,26,2,42.19
2025-01-21,Facebook,Hotel,SG,0.64,87.71,8412,187,4,87.71
2025-01-18,Baidu,Hotel,TH,0.857,389.64,13547,245,7,186.33
2025-02-12,Google,Flight,JP,1.933,359.06,19261,605,29,359.06
2025-02-19,Baidu,Flight,KR,1.127,400.22,15074,441,18,400.22
2025-02-11,Facebook,Vacation,JP,1.918,381.26,7506,245,7,381.26
2025-01-27,Facebook,Hotel,SG,1.786,202.48,10383,314,12,202.48
2025-01-23,Baidu,Flight,TW,1.74,408.54,3170,102,3,202.08
2025-01-29,Google,Flight,JP,0.635,309.65,18029,329,10,213.79
2025-01-29,Baidu,Hotel,KR,0.236,342.55,10851,215,12,52.86
2025-01-19,Twitter,Hotel,TW,1.393,360.82,11171,326,17,360.82
2025-02-14,Twitter,Hotel,TW,0.251,468.8,7956,170,3,55.15
2025-02-12,Twitter,Flight,JP,0.372,241.06,7520,180,6,55.51
2025-02-22,Baidu,Flight,TH,1.344,319.2,17152,499,25,319.2
2025-01-17,Facebook,Vacation,TH,0.381,364.33,4391,92,2,38.45
